Name,EP,P1,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,Lineup (?),ML,OU,Value.y,EPRWire,EP_Avg,date,P2,Mins,Lineup,dkp.x,gid,last_first,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp.y,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total
Pau Gasol,25.18,C,SA,Atl,29.218,SA,Atl,Pau Gasol (8042331),6200,4.0612903225806445,SAS,@ATL,C,E,NA,0.0,5.09,31.558,29.739800000000002,2017-01-01,NA,NA,NA,NA,3308,"Gasol, Pau",sas,atl,A,20170101-sas-atl,18.0,112,114,1,37.8333333333333,1,1,32.8,35.25,34.5,33.3,18pt 9rb 2as 1st 1bl 3to 1trey 6-10fg 5-6ft,0,0,6400,-100, 6200,100,13400,-300,21,0,5,5,45,5,NA,Spurs,away,Hawks,-5.0,199.5
LaMarcus Aldridge,34.6,PF,SA,Atl,31.867,SA,Atl,LaMarcus Aldridge (8042302),7400,4.675675675675675,SAS,@ATL,PF,E,NA,0.0,4.87,36.038,34.66849,2017-01-01,NA,NA,NA,NA,3860,"Aldridge, LaMarcus",sas,atl,A,20170101-sas-atl,18.0,112,114,1,43.45,1,1,49.6,53.25,53.0,50.1,27pt 13rb 2as 3bl 2to 1trey 12-17fg 2-2ft,1,0,7000,-400, 7400,100,13300,-250,30,2,4,45,45,4,NA,Spurs,away,Hawks,-5.0,199.5
Evan Fournier,28.05,SG,Orl,Ind,28.742,Orl,Ind,Evan Fournier (8042229),6000,4.675000000000001,ORL,@IND,SG,E,NA,0.0,3.35,20.1,26.996720000000003,2017-01-01,NA,NA,NA,NA,4468,"Fournier, Evan",orl,ind,A,20170101-orl-ind,18.0,104,117,0,0.0,0,0,0.0,0.0,0.0,0.0,NA,0,0,6100,0, 6000,0,11450,-600,24,0,2,23,23,2,NA,Magic,away,Pacers,6.0,209.5
Jeff Teague,38.87,PG,Orl,Ind,35.765,Ind,Orl,Jeff Teague (8042209),7100,5.474647887323943,IND,ORL,PG,E,NA,0.0,4.59,32.589,36.41936,2017-01-01,NA,NA,NA,NA,4221,"Teague, Jeff",ind,orl,H,20170101-orl-ind,18.0,117,104,1,27.2,1,1,30.1,31.75,30.75,30.1,12pt 3rb 9as 1st 1bl 3to 5-9fg 2-2ft,0,0,8000,400, 7100,100,13200,-450,33,0,1,1,1,1,NA,Pacers,home,Magic,-6.0,209.5
Paul George,43.0,SF,Orl,Ind,39.315,Ind,Orl,Paul George (8042257),7800,5.512820512820513,IND,ORL,SF,E,NA,0.0,4.48,34.944,39.67291,2017-01-01,NA,NA,NA,NA,4283,"George, Paul",ind,orl,H,20170101-orl-ind,18.0,117,104,1,30.9,1,1,28.5,30.75,30.0,30.0,19pt 5rb 3as 1to 3trey 5-13fg 6-7ft,0,0,7900,0, 7800,100,16850,-500,37,0,3,34,34,3,NA,Pacers,home,Magic,-6.0,209.5
Bismack Biyombo,21.89,C,Orl,Ind,21.394,Orl,Ind,Bismack Biyombo (8042350),4200,5.211904761904762,ORL,@IND,C,E,NA,0.0,5.6,23.52,23.312639999999995,2017-01-01,NA,NA,NA,NA,4458,"Biyombo, Bismack",orl,ind,A,20170101-orl-ind,18.0,104,117,1,22.9,1,1,16.7,17.5,17.0,16.7,9pt 6rb 1as 1to 4-6fg 1-1ft,0,0,4700,-200, 4200,-200, 9150,-150,15,0,5,5,45,5,NA,Magic,away,Pacers,6.0,209.5
Nikola Vucevic,29.58,C,Orl,Ind,33.508,Orl,Ind,Nikola Vucevic (8042348),6100,4.849180327868853,ORL,@IND,C,-,NA,0.0,5.64,34.404,33.51204,2017-01-01,NA,NA,NA,NA,4373,"Vucevic, Nikola",orl,ind,A,20170101-orl-ind,18.0,104,117,0,29.5333333333333,1,1,37.7,40.25,38.5,37.7,18pt 11rb 1as 1st 2bl 1to 9-18fg,1,0,6800,100, 6100,0,13300,-200,26,0,5,5,45,5,NA,Magic,away,Pacers,6.0,209.5
Elfrid Payton,25.55,PG,Orl,Ind,27.713,Orl,Ind,Elfrid Payton (8042210),5800,4.405172413793104,ORL,@IND,PG,-,NA,0.0,4.42,25.636,27.50527,2017-01-01,NA,NA,NA,NA,4699,"Payton, Elfrid",orl,ind,A,20170101-orl-ind,18.0,104,117,0,28.9,1,1,15.1,16.75,15.0,15.1,2pt 3rb 7as 1bl 3to 1-8fg,0,0,5900,-400, 5800,-200,11850,200,21,2,1,1,1,1,NA,Magic,away,Pacers,6.0,209.5
Serge Ibaka,33.22,PF,Orl,Ind,30.757,Orl,Ind,Serge Ibaka (8042307),6400,5.190625,ORL,@IND,PF,E,NA,0.0,4.28,27.392,31.33345,2017-01-01,NA,NA,NA,NA,4104,"Ibaka, Serge",orl,ind,A,20170101-orl-ind,18.0,104,117,1,31.6166666666667,1,1,31.7,32.0,29.5,31.7,17pt 6rb 1as 1st 2bl 8-17fg 1-2ft,0,0,6800,500, 6400,200,12150,-150,29,0,4,45,45,4,NA,Magic,away,Pacers,6.0,209.5
Aaron Gordon,23.28,SF,Orl,Ind,20.941,Orl,Ind,Aaron Gordon (8042258),4700,4.953191489361703,ORL,@IND,SF,E,NA,0.0,5.12,24.064,23.65997,2017-01-01,NA,NA,NA,NA,4705,"Gordon, Aaron",orl,ind,A,20170101-orl-ind,18.0,104,117,1,27.6666666666667,1,1,24.2,26.0,25.0,24.7,13pt 6rb 2st 1bl 2to 1trey 4-10fg 4-4ft,0,0,4100,-200, 4700,-200,10150,-450,15,0,3,34,34,3,NA,Magic,away,Pacers,6.0,209.5
Jeff Green,17.76,SF,Orl,Ind,15.879,Orl,Ind,Jeff Green (8042256),3200,5.55,ORL,@IND,SF,-,NA,0.0,4.96,15.872,17.71847,2017-01-01,NA,NA,NA,NA,3992,"Green, Jeff",orl,ind,A,20170101-orl-ind,18.0,104,117,0,22.9666666666667,1,1,21.4,23.5,23.75,22.9,17pt 2rb 2as 1to 3trey 7-12fg,0,0,3500,0, 3200,0, 6750,-400,10,0,3,34,23,3,NA,Magic,away,Pacers,6.0,209.5
C.J. Watson,12.43,PG,Orl,Ind,6.771,Orl,Ind,C.J. Watson (8042206),3000,4.143333333333333,ORL,@IND,PG,-,NA,0.0,1.52,4.56,9.26461,2017-01-01,NA,NA,NA,NA,4056,"Watson, C.J.",orl,ind,A,20170101-orl-ind,18.0,104,117,0,18.75,1,1,17.3,18.0,17.25,17.8,3pt 4rb 5as 1st 1trey 1-6fg,0,0,3500,0, 3000,0, 5000,0,10,0,1,1,1,1,NA,Magic,away,Pacers,6.0,209.5
Jodie Meeks,21.52,SG,Orl,Ind,15.393,Orl,Ind,Jodie Meeks (8042244),4600,4.678260869565218,ORL,@IND,SG,-,NA,0.0,2.25,10.35,16.93303,2017-01-01,NA,NA,NA,NA,4183,"Meeks, Jodie",orl,ind,A,20170101-orl-ind,18.0,104,117,1,29.7666666666667,1,1,16.6,18.75,18.75,18.1,11pt 3rb 2as 1to 3trey 3-9fg 2-2ft,0,0,4200,-200, 4600,700, 5000,0,10,0,2,2,2,2,NA,Magic,away,Pacers,6.0,209.5
D.J. Augustin,17.29,PG,Orl,Ind,16.346,Orl,Ind,D.J. Augustin (8042208),3400,5.0852941176470585,ORL,@IND,PG,E,NA,0.0,3.88,13.192,17.00584,2017-01-01,NA,NA,NA,NA,4078,"Augustin, D.J.",orl,ind,A,20170101-orl-ind,18.0,104,117,1,14.7,1,1,10.5,11.5,11.0,11.0,5pt 3as 1st 1to 1trey 2-6fg,0,0,3600,-100, 3400,-200, 7100,150,10,0,1,1,1,1,NA,Magic,away,Pacers,6.0,209.5
Tony Parker,22.46,PG,SA,Atl,19.844,SA,Atl,Tony Parker (8042188),4600,4.882608695652174,SAS,@ATL,PG,E,NA,0.0,4.39,20.194,21.8665,2017-01-01,NA,NA,NA,NA,3313,"Parker, Tony",sas,atl,A,20170101-sas-atl,18.0,112,114,1,31.5833333333333,1,1,33.6,34.75,33.0,34.1,22pt 3rb 6as 1to 1trey 10-18fg 1-2ft,0,0,4300,-100, 4600,100, 7750,-450,11,0,1,1,1,1,NA,Spurs,away,Hawks,-5.0,199.5
Patty Mills,16.93,PG,SA,Atl,20.485,SA,Atl,Patty Mills (8042190),3800,4.455263157894737,SAS,@ATL,PG,-,NA,0.0,3.39,12.882,18.515729999999998,2017-01-01,NA,NA,NA,NA,4245,"Mills, Patty",sas,atl,A,20170101-sas-atl,18.0,112,114,0,21.2333333333333,1,1,9.5,10.0,9.0,10.0,5pt 3as 1trey 2-8fg,0,0,3800,-100, 3800,0, 8000,-500,15,0,1,1,1,1,NA,Spurs,away,Hawks,-5.0,199.5
Kawhi Leonard,40.17,SF,SA,Atl,41.879,SA,Atl,Kawhi Leonard (8042275),8200,4.898780487804879,SAS,@ATL,SF,E,NA,0.0,4.17,34.194,39.74255,2017-01-01,NA,NA,NA,NA,4404,"Leonard, Kawhi",sas,atl,A,20170101-sas-atl,18.0,112,114,1,28.15,1,1,23.8,25.0,23.0,24.3,13pt 4rb 2as 1st 1bl 1to 1trey 3-12fg 6-7ft,0,0,8400,0, 8200,0,16600,1050,42,0,3,3,23,3,NA,Spurs,away,Hawks,-5.0,199.5
Kris Humphries,8.64,C,SA,Atl,10.448,Atl,SA,Kris Humphries (8042332),3100,2.7870967741935484,ATL,SAS,C,-,NA,0.0,2.03,6.292999999999999,10.25145,2017-01-01,NA,NA,NA,NA,3640,"Humphries, Kris",atl,sas,H,20170101-sas-atl,18.0,114,112,0,6.25,1,1,4.4,4.5,4.25,4.4,0pt 2rb 1st 0-1fg,0,0,3600,-100, 3100,-200, 5000,0,10,0,4,5,45,5,NA,Hawks,home,Spurs,5.0,199.5
Malcolm Delaney,10.67,PG,SA,Atl,11.72,Atl,SA,Malcolm Delaney (8042189),3000,3.5566666666666666,ATL,SAS,PG,-,NA,0.0,2.78,8.34,11.9147,2017-01-01,NA,NA,NA,NA,4967,"Delaney, Malcolm",atl,sas,H,20170101-sas-atl,18.0,114,112,0,19.5833333333333,1,1,11.8,13.5,12.75,11.8,4pt 4rb 4as 3to 2-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,1,1,2,1,NA,Hawks,home,Spurs,5.0,199.5
Mike Muscala,14.17,PF,SA,Atl,17.447,Atl,SA,Mike Muscala (8042303),3500,4.048571428571428,ATL,SAS,PF,-,NA,0.0,3.42,11.97,16.260469999999998,2017-01-01,NA,NA,NA,NA,4659,"Muscala, Mike",atl,sas,H,20170101-sas-atl,18.0,114,112,0,18.6166666666667,1,1,8.7,8.75,8.0,8.7,2pt 1rb 1as 1st 1bl 1-4fg,0,0,3500,0, 3500,-200, 6000,-550,10,0,4,45,45,4,NA,Hawks,home,Spurs,5.0,199.5
Kentavious Caldwell-Pope,24.73,SG,Det,Mia,26.441,Det,Mia,Kentavious Caldwell-Pope (8042242),5400,4.57962962962963,DET,@MIA,SG,E,NA,0.0,3.57,19.278,24.918529999999997,2017-01-01,NA,NA,NA,NA,4616,"Caldwell-Pope, Kentavious",det,mia,A,20170101-det-mia,18.0,107,98,1,39.6,1,1,39.7,43.0,43.25,41.7,23pt 6rb 5as 2st 2to 4trey 9-15fg 1-2ft,0,0,5400,-100, 5400,100, 9400,-750,19,0,2,2,2,2,NA,Pistons,away,Heat,-6.5,198.5
Tobias Harris,25.15,SF,Det,Mia,27.793,Det,Mia,Tobias Harris (8042254),6000,4.191666666666666,DET,@MIA,SF,-,NA,0.0,3.8,22.8,26.60763,2017-01-01,NA,NA,NA,NA,4412,"Harris, Tobias",det,mia,A,20170101-det-mia,18.0,107,98,0,34.8666666666667,1,1,32.4,33.75,32.0,32.9,17pt 7rb 2st 2bl 1to 1trey 5-13fg 6-7ft,0,0,5700,-300, 6000,0,11000,50,25,0,4,34,34,3,NA,Pistons,away,Heat,-6.5,198.5
Jon Leuer,28.54,PF,Det,Mia,23.75,Det,Mia,Jon Leuer (8042319),4900,5.8244897959183675,DET,@MIA,PF,E,NA,0.0,4.75,23.275,26.003049999999998,2017-01-01,NA,NA,NA,NA,4411,"Leuer, Jon",det,mia,A,20170101-det-mia,18.0,107,98,1,27.9333333333333,1,1,9.1,9.75,9.0,9.1,2pt 3rb 3as 1to 1-4fg,0,0,5100,200, 4900,100, 8450,-400,17,0,4,4,45,4,NA,Pistons,away,Heat,-6.5,198.5
Reggie Jackson,34.66,PG,Det,Mia,26.232,Det,Mia,Reggie Jackson (8042204),5800,5.975862068965517,DET,@MIA,PG,E,NA,0.0,4.64,26.911999999999995,29.7278,2017-01-01,NA,NA,NA,NA,4369,"Jackson, Reggie",det,mia,A,20170101-det-mia,18.0,107,98,1,32.65,1,1,34.4,37.0,36.25,35.4,27pt 2rb 4as 1st 3to 2trey 10-17fg 5-5ft,0,0,6100,600, 5800,100, 9850,-700,18,0,1,1,12,1,NA,Pistons,away,Heat,-6.5,198.5
Andre Drummond,41.11,C,Det,Mia,37.456,Det,Mia,Andre Drummond (8042346),6800,6.045588235294118,DET,@MIA,C,E,NA,0.0,5.83,39.644,39.763419999999996,2017-01-01,NA,NA,NA,NA,4489,"Drummond, Andre",det,mia,A,20170101-det-mia,18.0,107,98,1,36.1,1,1,51.6,55.5,53.0,51.6,25pt 18rb 2st 2bl 3to 12-19fg 1-6ft,1,0,7400,0, 6800,0,15650,-800,31,0,5,5,45,5,NA,Pistons,away,Heat,-6.5,198.5
Marcus Morris,19.92,SF,Det,Mia,23.309,Det,Mia,Marcus Morris (8042282),4400,4.527272727272728,DET,@MIA,SF,E,NA,0.0,3.43,15.092,21.12177,2017-01-01,NA,NA,NA,NA,4407,"Morris, Marcus",det,mia,A,20170101-det-mia,18.0,107,98,1,31.3333333333333,1,1,12.7,14.25,13.75,13.7,11pt 1rb 1as 1to 2trey 4-9fg 1-2ft,0,0,4400,0, 4400,0, 9550,-100,18,0,3,3,34,3,NA,Pistons,away,Heat,-6.5,198.5
Thabo Sefolosha,19.04,SF,SA,Atl,21.192,Atl,SA,Thabo Sefolosha (8042273),3800,5.010526315789473,ATL,SAS,SF,E,NA,0.0,4.41,16.758,20.49934,2017-01-01,NA,NA,NA,NA,3931,"Sefolosha, Thabo",atl,sas,H,20170101-sas-atl,18.0,114,112,1,16.3166666666667,1,1,10.9,11.0,10.0,10.9,3pt 2rb 1as 1st 1bl 0-3fg 3-4ft,0,0,4000,-500, 3800,-400, 6700,-500,16,0,3,3,23,3,NA,Hawks,home,Spurs,5.0,199.5
Dewayne Dedmon,14.91,C,SA,Atl,15.009,SA,Atl,Dewayne Dedmon (8042335),3600,4.141666666666667,SAS,@ATL,C,-,NA,0.0,4.21,15.156,16.38463,2017-01-01,NA,NA,NA,NA,4572,"Dedmon, Dewayne",sas,atl,A,20170101-sas-atl,18.0,112,114,0,5.71666666666667,1,1,1.4,2.0,1.75,1.4,0pt 2rb 1to 0-1fg,0,0,3500,0, 3600,-100, 7000,-200,10,0,5,5,5,5,NA,Spurs,away,Hawks,-5.0,199.5
David Lee,18.73,PF,SA,Atl,16.28,SA,Atl,David Lee (8042309),3700,5.062162162162163,SAS,@ATL,PF,-,NA,0.0,4.53,16.761,18.40259,2017-01-01,NA,NA,NA,NA,3772,"Lee, David",sas,atl,A,20170101-sas-atl,18.0,112,114,0,18.3666666666667,1,1,14.6,15.75,14.5,14.6,8pt 3rb 2as 1st 2to 4-9fg,0,0,3500,0, 3700,-100, 6400,-100,10,0,4,4,45,4,NA,Spurs,away,Hawks,-5.0,199.5
Jonathon Simmons,10.77,SG,SA,Atl,13.189,SA,Atl,Jonathon Simmons (8042223),3900,2.7615384615384615,SAS,@ATL,SG,-,NA,0.0,2.99,11.661,13.507079999999998,2017-01-01,NA,NA,NA,NA,4890,"Simmons, Jonathon",sas,atl,A,20170101-sas-atl,18.0,112,114,0,18.7666666666667,1,1,10.1,10.25,9.75,10.1,0pt 3rb 3as 1bl 0-2fg,0,0,3700,-100, 3900,700, 5000,0,10,0,3,23,23,3,NA,Spurs,away,Hawks,-5.0,199.5
Manu Ginobili,20.84,SG,SA,Atl,18.509,SA,Atl,Manu Ginobili (8042233),4000,5.21,SAS,@ATL,SG,-,NA,0.0,3.76,15.04,19.38709,2017-01-01,NA,NA,NA,NA,3021,"Ginobili, Manu",sas,atl,A,20170101-sas-atl,18.0,112,114,0,20.75,1,1,21.1,22.25,22.0,21.6,10pt 3rb 3as 2st 1to 1trey 2-5fg 5-5ft,0,0,4100,-100, 4000,100, 6850,550,10,0,2,2,23,2,NA,Spurs,away,Hawks,-5.0,199.5
Kyle Anderson,5.75,SG,SA,Atl,9.543,SA,Atl,Kyle Anderson (8042236),3300,1.7424242424242424,SAS,@ATL,SG,-,NA,0.0,1.82,6.006,9.016869999999999,2017-01-01,NA,NA,NA,NA,4736,"Anderson, Kyle",sas,atl,A,20170101-sas-atl,18.0,112,114,0,7.8,1,1,1.7,2.25,2.25,1.7,0pt 1rb 1as 1to,0,0,3500,-300, 3300,0, 5500,400,10,0,3,2,23,2,NA,Spurs,away,Hawks,-5.0,199.5
Paul Millsap,38.58,PF,SA,Atl,37.833,Atl,SA,Paul Millsap (8042310),7000,5.511428571428571,ATL,SAS,PF,E,NA,0.0,5.11,35.77,38.11143,2017-01-01,NA,NA,NA,NA,3904,"Millsap, Paul",atl,sas,H,20170101-sas-atl,18.0,114,112,1,46.75,1,1,52.1,56.75,55.0,53.6,32pt 13rb 3as 1bl 2to 3trey 11-23fg 7-10ft,1,0,7500,-300, 7000,-100,14200,-1150,38,-2,4,4,45,4,NA,Hawks,home,Spurs,5.0,199.5
Kent Bazemore,23.13,SG,SA,Atl,21.919,Atl,SA,Kent Bazemore (8042221),4000,5.7825,ATL,SAS,SG,E,NA,0.0,5.05,20.2,22.89989,2017-01-01,NA,NA,NA,NA,4507,"Bazemore, Kent",atl,sas,H,20170101-sas-atl,18.0,114,112,1,19.1,1,1,14.4,15.0,13.0,14.9,8pt 2rb 2st 1trey 3-10fg 1-4ft,0,0,3900,-100, 4000,-300, 7600,-600,17,0,3,23,23,2,NA,Hawks,home,Spurs,5.0,199.5
Kyle Korver,17.0,SG,SA,Atl,18.542,Atl,SA,Kyle Korver (8042234),3700,4.594594594594595,ATL,SAS,SG,-,NA,0.0,2.86,10.582,17.071,2017-01-01,NA,NA,NA,NA,3547,"Korver, Kyle",atl,sas,H,20170101-sas-atl,18.0,114,112,0,39.4166666666667,1,1,33.6,36.0,36.25,35.6,14pt 8rb 4as 1st 1bl 4trey 5-12fg,0,0,3700,0, 3700,-200, 6200,-450,11,0,2,2,23,2,NA,Hawks,home,Spurs,5.0,199.5
Dwight Howard,34.36,C,SA,Atl,37.603,Atl,SA,Dwight Howard (8042333),7200,4.772222222222222,ATL,SAS,C,E,NA,0.0,4.77,34.344,36.46419,2017-01-01,NA,NA,NA,NA,3639,"Howard, Dwight",atl,sas,H,20170101-sas-atl,18.0,114,112,1,34.25,1,1,15.9,17.25,16.25,15.9,6pt 7rb 1as 1bl 2to 2-4fg 2-4ft,0,0,7600,-600, 7200,-400,13200,-950,31,2,5,5,45,5,NA,Hawks,home,Spurs,5.0,199.5
Dennis Schroder,34.47,PG,SA,Atl,31.902,Atl,SA,Dennis Schroder (8042192),6300,5.4714285714285715,ATL,SAS,PG,E,NA,0.0,4.63,29.169,32.65573,2017-01-01,NA,NA,NA,NA,4595,"Schroder, Dennis",atl,sas,H,20170101-sas-atl,18.0,114,112,1,33.4166666666667,1,1,32.4,35.5,33.25,32.4,16pt 2rb 10as 1bl 3to 7-17fg 2-3ft,1,0,6500,-400, 6300,-300,12750,-650,29,-2,1,1,1,1,NA,Hawks,home,Spurs,5.0,199.5
Evan Turner,26.91,SF,Por,Min,20.828,Por,Min,Evan Turner (8042224),4900,5.4918367346938775,POR,@MIN,SG,-,NA,0.0,4.55,22.295,24.080730000000003,2017-01-01,NA,NA,NA,NA,4318,"Turner, Evan",por,min,A,20170101-por-min,19.0,95,89,0,29.7333333333333,1,1,24.1,26.75,26.25,24.6,11pt 3rb 1as 2st 4bl 4to 1trey 5-7fg 0-2ft,0,0,4800,300, 4900,200, 9300,1450,13,0,3,23,23,3,NA,Trailblazers,away,Timberwolves,5.5,208.5
Meyers Leonard,21.03,C,Por,Min,11.977,Por,Min,Meyers Leonard (8042304),3100,6.783870967741936,POR,@MIN,PF,-,NA,0.0,3.02,9.362,15.11365,2017-01-01,NA,NA,NA,NA,4521,"Leonard, Meyers",por,min,A,20170101-por-min,19.0,95,89,0,10.4333333333333,1,1,2.4,2.5,1.0,2.4,0pt 2rb 0-6fg,0,0,3500,-200, 3100,0, 6100,550,10,0,4,45,45,4,NA,Trailblazers,away,Timberwolves,5.5,208.5
Allen Crabbe,21.33,SF,Por,Min,17.307,Por,Min,Allen Crabbe (8042225),4200,5.078571428571428,POR,@MIN,SG,E,NA,0.0,3.66,15.372,19.12285,2017-01-01,NA,NA,NA,NA,4561,"Crabbe, Allen",por,min,A,20170101-por-min,19.0,95,89,1,40.0666666666667,1,1,21.1,23.0,21.75,21.6,10pt 8rb 1as 1bl 2to 1trey 4-10fg 1-2ft,0,0,3700,0, 4200,100, 7950,900,10,0,2,23,12,2,NA,Trailblazers,away,Timberwolves,5.5,208.5
Gorgui Dieng,30.56,C,Por,Min,27.22,Min,Por,Gorgui Dieng (8042305),5500,5.556363636363637,MIN,POR,PF,E,NA,0.0,6.06,33.33,30.887100000000004,2017-01-01,NA,NA,NA,NA,4632,"Dieng, Gorgui",min,por,H,20170101-por-min,19.0,89,95,1,37.6166666666667,1,1,28.8,29.75,27.75,28.8,12pt 9rb 2as 2st 1to 5-13fg 2-2ft,0,0,5600,0, 5500,0,12100,600,19,0,4,45,45,4,NA,Timberwolves,home,Trailblazers,-5.5,208.5
Karl-Anthony Towns,49.38,C,Por,Min,44.697,Min,Por,Karl-Anthony Towns (8042306),9400,5.253191489361702,MIN,POR,PF,E,NA,0.0,4.84,45.496,46.66221,2017-01-01,NA,NA,NA,NA,4879,"Towns, Karl-Anthony",min,por,H,20170101-por-min,19.0,89,95,1,33.6166666666667,1,1,36.6,40.25,37.75,36.6,11pt 13rb 6as 1st 1bl 3to 3-15fg 5-5ft,1,0,9100,0, 9400,500,19150,900,43,0,5,45,5,5,NA,Timberwolves,home,Trailblazers,-5.5,208.5
C.J. McCollum,41.3,SG,Por,Min,35.371,Por,Min,C.J. McCollum (8042185),8300,4.975903614457831,POR,@MIN,PG,E,NA,0.0,3.21,26.643,35.18958,2017-01-01,NA,NA,NA,NA,4657,"McCollum, C.J.",por,min,A,20170101-por-min,19.0,95,89,1,39.2333333333333,1,1,58.5,61.75,60.75,60.0,43pt 5rb 3as 3st 1bl 3to 3trey 16-25fg 8-9ft,0,0,7500,400, 8300,200,15000,1550,35,3,2,12,12,2,NA,Trailblazers,away,Timberwolves,5.5,208.5
Justise Winslow,30.53,PF,Det,Mia,25.722,Mia,Det,Justise Winslow (8042255),5500,5.550909090909091,MIA,DET,SF,E,NA,0.0,3.75,20.625,26.58037,2017-01-01,NA,NA,NA,NA,4787,"Winslow, Justise",mia,det,H,20170101-det-mia,18.0,98,107,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,5100,0, 5500,-100, 9000,-950,21,0,3,34,34,3,NA,Heat,home,Pistons,6.5,198.5
Stanley Johnson,11.46,SF,Det,Mia,10.032,Det,Mia,Stanley Johnson (8042228),3000,3.8200000000000003,DET,@MIA,SG,-,NA,0.0,4.11,12.330000000000002,12.59302,2017-01-01,NA,NA,NA,NA,4838,"Johnson, Stanley",det,mia,A,20170101-det-mia,18.0,107,98,0,12.7666666666667,1,1,5.1,5.25,5.0,5.1,0pt 3rb 1as 0-1fg,0,0,3600,100, 3000,0, 5650,0,10,0,3,23,23,2,NA,Pistons,away,Heat,-6.5,198.5
Josh Richardson,29.74,SF,Det,Mia,22.302,Mia,Det,Josh Richardson (8042227),5700,5.217543859649123,MIA,DET,SG,E,NA,0.0,3.22,18.354,24.30628,2017-01-01,NA,NA,NA,NA,4788,"Richardson, Josh",mia,det,H,20170101-det-mia,18.0,98,107,1,37.7666666666667,1,1,29.2,31.25,29.75,30.2,14pt 1rb 8as 2st 2to 2trey 5-13fg 2-4ft,0,0,5500,1100, 5700,700, 8300,-700,12,0,2,23,23,3,NA,Heat,home,Pistons,6.5,198.5
James Johnson,28.25,PF,Det,Mia,23.733,Mia,Det,James Johnson (8042253),5300,5.330188679245283,MIA,DET,SF,-,NA,0.0,4.35,23.054999999999996,25.85398,2017-01-01,NA,NA,NA,NA,4168,"Johnson, James",mia,det,H,20170101-det-mia,18.0,98,107,0,33.9,1,1,33.9,37.75,38.0,35.9,20pt 7rb 3as 1st 1bl 3to 4trey 6-13fg 4-4ft,0,0,5200,0, 5300,100, 7400,-700,17,0,4,34,34,4,NA,Heat,home,Pistons,6.5,198.5
Shabazz Muhammad,15.19,SF,Por,Min,11.65,Min,Por,Shabazz Muhammad (8042226),3100,4.8999999999999995,MIN,POR,SG,-,NA,0.0,4.95,15.345,15.13785,2017-01-01,NA,NA,NA,NA,4594,"Muhammad, Shabazz",min,por,H,20170101-por-min,19.0,89,95,0,22.7,1,1,19.2,21.5,21.0,20.2,12pt 6rb 1st 2to 2trey 5-11fg,0,0,3600,100, 3100,100, 5000,0,10,0,3,23,23,2,NA,Timberwolves,home,Trailblazers,-5.5,208.5
Jordan Clarkson,24.87,SG,Tor,LAL,23.729,LAL,Tor,Jordan Clarkson (8042187),4500,5.526666666666666,LAL,TOR,PG,-,NA,0.0,4.19,18.855,23.721740000000004,2017-01-01,NA,NA,NA,NA,4668,"Clarkson, Jordan",lal,tor,H,20170101-tor-lal,21.5,114,123,0,17.2666666666667,1,1,3.7,4.25,3.0,3.7,2pt 1rb 1as 1to 1-5fg 0-1ft,0,0,4600,0, 4500,-100, 9700,-550,15,-2,1,12,12,1,NA,Lakers,home,Raptors,8.0,218.5
Julius Randle,34.92,C,Tor,LAL,30.944,LAL,Tor,Julius Randle (8042308),6600,5.290909090909091,LAL,TOR,PF,E,NA,0.0,4.62,30.492,32.76812,2017-01-01,NA,NA,NA,NA,4680,"Randle, Julius",lal,tor,H,20170101-tor-lal,21.5,114,123,1,35.8833333333333,1,1,42.8,44.25,42.25,42.8,15pt 9rb 6as 3st 2bl 2to 3-10fg 9-10ft,0,0,6500,-100, 6600,100,11550,-850,27,2,4,45,4,4,NA,Lakers,home,Raptors,8.0,218.5
Norman Powell,11.76,SF,Tor,LAL,12.018,Tor,LAL,Norman Powell (8042232),4400,2.672727272727273,TOR,@LAL,SG,-,NA,0.0,3.94,17.336,14.94002,2017-01-01,NA,NA,NA,NA,4792,"Powell, Norman",tor,lal,A,20170101-tor-lal,21.5,123,114,0,7.96666666666667,1,1,6.0,6.0,5.75,6.0,2pt 2st 1-2fg,0,0,3500,0, 4400,100, 6650,450,11,1,2,23,23,3,NA,Raptors,away,Lakers,-8.0,218.5
Nemanja Bjelica,16.59,PF,Por,Min,13.476,Min,Por,Nemanja Bjelica (8042252),3100,5.351612903225806,MIN,POR,SF,-,NA,0.0,3.51,10.881,14.96995,2017-01-01,NA,NA,NA,NA,4875,"Bjelica, Nemanja",min,por,H,20170101-por-min,19.0,89,95,0,14.95,1,1,9.9,11.0,11.25,10.4,5pt 2rb 1as 1st 1to 1trey 2-3fg,0,0,3500,0, 3100,100, 5300,-100,10,0,4,34,4,4,NA,Timberwolves,home,Trailblazers,-5.5,208.5
