Name,EP,P1,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,Lineup (?),ML,OU,Value.y,EPRWire,EP_Avg,date,P2,Mins,Lineup,dkp.x,gid,last_first,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp.y,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total
Ricky Rubio,24.2,PG,Det,Min,23.515,Min,Det,Ricky Rubio (7924868),4900,4.938775510204081,MIN,DET,PG,NA,130,203.5,5.09,24.941,24.5705,2016-12-09,NA,30,NA,NA,4414,"Rubio, Ricky",min,det,H,20161209-det-min,20.0,90,117,1,28.1333333333333,1,1,22.6,22.75,22.5,22.6,10pt 3rb 6as 4-5fg 2-2ft,0,0,5500,0, 4900,0,11200,0,19,-2,1,1,1,1,NA,Timberwolves,home,Pistons,3.5,204.0
Gorgui Dieng,25.32,PF,Det,Min,27.455,Min,Det,Gorgui Dieng (7924954),5400,4.688888888888889,MIN,DET,PF,NA,130,203.5,5.2,28.08,26.7,2016-12-09,NA,32,NA,NA,4632,"Dieng, Gorgui",min,det,H,20161209-det-min,20.0,90,117,1,27.0833333333333,1,1,27.9,28.25,27.5,27.9,13pt 7rb 3as 1st 6-9fg 1-1ft,0,0,5500,0, 5400,-100,11200,0,21,-2,4,45,45,4,NA,Timberwolves,home,Pistons,3.5,204.0
Stanley Johnson,4.9,SG,Det,Min,8.688,Det,Min,Stanley Johnson (7924890),3000,1.6333333333333335,DET,@MIN,SG,NA,-150,203.5,0.66,1.98,3.4400000000000004,2016-12-09,NA,3,NA,NA,4838,"Johnson, Stanley",det,min,A,20161209-det-min,20.0,117,90,0,4.03333333333333,1,1,5.6,5.75,5.75,5.6,2pt 3rb 1-1fg,0,0,3500,0, 3000,0, 6100,-1450,10,0,3,23,23,2,NA,Pistons,away,Timberwolves,-3.5,204.0
Zach LaVine,28.6,SG,Det,Min,30.964,Min,Det,Zach LaVine (7924901),6000,4.7666666666666675,MIN,DET,SG,NA,130,203.5,4.05,24.3,26.450000000000003,2016-12-09,NA,39,NA,NA,4706,"LaVine, Zach",min,det,H,20161209-det-min,20.0,90,117,1,35.1833333333333,1,1,24.1,25.75,23.75,24.1,14pt 3rb 5as 1st 3to 6-12fg 2-4ft,0,0,6000,0, 6000,-100,11250,50,27,0,2,2,12,2,NA,Timberwolves,home,Pistons,3.5,204.0
Andrew Wiggins,27.68,SF,Det,Min,32.261,Min,Det,Andrew Wiggins (7924937),6300,4.393650793650793,MIN,DET,SF,NA,130,203.5,4.42,27.846,27.762999999999998,2016-12-09,NA,37,NA,NA,4704,"Wiggins, Andrew",min,det,H,20161209-det-min,20.0,90,117,1,26.7166666666667,1,1,17.4,18.5,16.25,17.9,16pt 2rb 1to 1trey 6-16fg 3-4ft,0,0,6000,0, 6300,-100,13000,-100,29,0,3,3,23,3,NA,Timberwolves,home,Pistons,3.5,204.0
Karl-Anthony Towns,42.96,PF,Det,Min,43.182,Min,Det,Karl-Anthony Towns (7924955),8300,5.175903614457832,MIN,DET,PF,NA,130,203.5,4.77,39.591,41.2755,2016-12-09,NA,35,NA,NA,4879,"Towns, Karl-Anthony",min,det,H,20161209-det-min,20.0,90,117,1,31.6,1,1,26.9,31.5,30.0,26.9,14pt 12rb 1as 1bl 5to 6-12fg 2-4ft,1,0,9200,0, 8300,-500,17850,-50,41,0,5,45,5,5,NA,Timberwolves,home,Pistons,3.5,204.0
Cole Aldrich,15.46,C,Det,Min,11.239,Min,Det,Cole Aldrich (7924981),3900,3.9641025641025647,MIN,DET,C,NA,130,203.5,3.43,13.377,14.418500000000002,2016-12-09,NA,14,NA,NA,4260,"Aldrich, Cole",min,det,H,20161209-det-min,20.0,90,117,0,20.2,1,1,11.2,11.75,11.25,11.2,4pt 1rb 2as 1st 1bl 1to 1-2fg 2-3ft,0,0,3800,0, 3900,0, 6600,-50,10,0,5,5,5,5,NA,Timberwolves,home,Pistons,3.5,204.0
Darrun Hilliard,8.97,SG,Det,Min,7.214,Det,Min,Darrun Hilliard (7924899),3000,2.99,DET,@MIN,SG,NA,-150,203.5,2.25,6.75,7.86,2016-12-09,NA,12,NA,NA,4839,"Hilliard, Darrun",det,min,A,20161209-det-min,20.0,117,90,0,16.5833333333333,1,1,5.5,6.5,6.75,6.0,5pt 1as 1to 1trey 2-3fg,0,0,3500,0, 3000,0, 5000,0,10,0,2,2,2,2,NA,Pistons,away,Timberwolves,-3.5,204.0
Sam Dekker,15.62,SF,Hou,OKC,15.273,Hou,OKC,Sam Dekker (7924941),3800,4.110526315789473,HOU,@OKC,SF,NA,-125,224.0,3.66,13.908,14.764,2016-12-09,NA,21,NA,NA,4856,"Dekker, Sam",hou,okc,A,20161209-hou-okc,20.0,102,99,0,15.3333333333333,1,1,11.7,11.75,10.5,11.7,7pt 1rb 1as 1st 3-5fg 1-4ft,0,0,3900,100, 3800,0, 5550,-300,10,0,3,3,3,3,NA,Rockets,away,Thunder,-1.5,224.0
Nene Hilario,14.1,C,Hou,OKC,14.764,Hou,OKC,Nene Hilario (7924986),3000,4.7,HOU,@OKC,C,NA,-125,224.0,5.65,16.95,15.524999999999999,2016-12-09,NA,17,NA,NA,3408,"Hilario, Nene",hou,okc,A,20161209-hou-okc,20.0,102,99,0,14.9666666666667,1,1,14.6,15.75,15.0,14.6,11pt 3rb 1bl 2to 5-7fg 1-2ft,0,0,3700,200, 3000,0, 6400,-1650,10,0,5,5,45,5,NA,Rockets,away,Thunder,-1.5,224.0
Corey Brewer,11.72,SG,Hou,OKC,9.75,Hou,OKC,Corey Brewer (7924891),3000,3.9066666666666667,HOU,@OKC,SG,NA,-125,224.0,3.3,9.9,10.81,2016-12-09,NA,15,NA,NA,3975,"Brewer, Corey",hou,okc,A,20161209-hou-okc,20.0,102,99,0,12.0333333333333,1,1,5.9,6.0,5.0,5.9,2pt 2rb 1as 1-3fg 0-2ft,0,0,3700,200, 3000,0, 5000,-250,10,0,3,23,23,3,NA,Rockets,away,Thunder,-1.5,224.0
Montrezl Harrell,7.0,C,Hou,OKC,13.019,Hou,OKC,Montrezl Harrell (7924989),3300,2.1212121212121215,HOU,@OKC,C,NA,-125,224.0,1.37,4.521,5.7605,2016-12-09,NA,5,NA,NA,4857,"Harrell, Montrezl",hou,okc,A,20161209-hou-okc,20.0,102,99,0,12.5833333333333,1,1,10.4,11.0,10.25,10.4,7pt 2rb 1st 1to 3-4fg 1-3ft,0,0,3500,-100, 3300,0, 5900,0,10,0,4,5,4,5,NA,Rockets,away,Thunder,-1.5,224.0
Clint Capela,27.73,C,Hou,OKC,28.295,Hou,OKC,Clint Capela (7924990),5600,4.951785714285714,HOU,@OKC,C,NA,-125,224.0,5.06,28.335999999999995,28.032999999999998,2016-12-09,NA,26,NA,NA,4766,"Capela, Clint",hou,okc,A,20161209-hou-okc,20.0,102,99,1,17.2166666666667,1,1,18.2,19.5,17.75,18.2,13pt 6rb 2to 5-10fg 3-5ft,0,0,5900,200, 5600,100,11600,-1950,23,0,5,5,45,5,NA,Rockets,away,Thunder,-1.5,224.0
Patrick Beverley,25.84,PG,Hou,OKC,24.591,Hou,OKC,Patrick Beverley (7924872),4800,5.383333333333334,HOU,@OKC,PG,NA,-125,224.0,4.13,19.824,22.832,2016-12-09,NA,31,NA,NA,4234,"Beverley, Patrick",hou,okc,A,20161209-hou-okc,20.0,102,99,1,31.6833333333333,1,1,28.9,30.0,28.75,29.4,3pt 12rb 5as 2st 1trey 1-8fg,0,0,4900,400, 4800,300,10050,-850,16,0,1,1,12,1,NA,Rockets,away,Thunder,-1.5,224.0
James Harden,59.44,PG,Hou,OKC,58.898,Hou,OKC,James Harden (7924858),11500,5.168695652173913,HOU,@OKC,PG,NA,-125,224.0,4.21,48.415,53.927499999999995,2016-12-09,NA,37,NA,NA,4224,"Harden, James",hou,okc,A,20161209-hou-okc,20.0,102,99,1,36.75,1,1,45.8,52.75,49.75,46.8,21pt 9rb 12as 2st 8to 2trey 6-23fg 7-8ft,1,0,11500,-200,11500,100,25000,0,56,0,2,12,12,2,NA,Rockets,away,Thunder,-1.5,224.0
Trevor Ariza,27.47,SF,Hou,OKC,27.489,Hou,OKC,Trevor Ariza (7924916),5500,4.994545454545455,HOU,@OKC,SF,NA,-125,224.0,3.43,18.865,23.167499999999997,2016-12-09,NA,33,NA,NA,3621,"Ariza, Trevor",hou,okc,A,20161209-hou-okc,20.0,102,99,1,33.7833333333333,1,1,23.1,24.0,23.25,23.6,7pt 8rb 3as 1st 1trey 2-7fg 2-2ft,0,0,5500,-100, 5500,-200,11400,-1300,19,-2,3,34,23,3,NA,Rockets,away,Thunder,-1.5,224.0
Eric Gordon,24.68,SG,Hou,OKC,27.443,Hou,OKC,Eric Gordon (7924902),5500,4.487272727272727,HOU,@OKC,SG,NA,-125,224.0,2.67,14.685,19.6825,2016-12-09,NA,27,NA,NA,4077,"Gordon, Eric",hou,okc,A,20161209-hou-okc,20.0,102,99,0,33.4666666666667,1,1,23.7,25.75,26.0,25.2,17pt 1rb 3as 1st 1to 3trey 5-10fg 4-4ft,0,0,5400,200, 5500,200,10850,-400,20,0,2,2,2,2,NA,Rockets,away,Thunder,-1.5,224.0
Ryan Anderson,23.71,PF,Hou,OKC,23.182,Hou,OKC,Ryan Anderson (7924966),4700,5.04468085106383,HOU,@OKC,PF,NA,-125,224.0,3.77,17.719,20.7145,2016-12-09,NA,28,NA,NA,4085,"Anderson, Ryan",hou,okc,A,20161209-hou-okc,20.0,102,99,1,32.2,1,1,26.1,29.0,28.5,28.1,14pt 8rb 1as 1st 1to 4trey 5-15fg,0,0,4500,-200, 4700,-100,10500,-1900,19,0,4,4,45,4,NA,Rockets,away,Thunder,-1.5,224.0
Aron Baynes,13.21,C,Det,Min,11.792,Det,Min,Aron Baynes (7924980),3800,3.4763157894736847,DET,@MIN,C,NA,-150,203.5,3.58,13.604,13.407,2016-12-09,NA,16,NA,NA,4556,"Baynes, Aron",det,min,A,20161209-det-min,20.0,117,90,0,15.9166666666667,1,1,5.9,6.0,5.75,5.9,2pt 2rb 1as 1-2fg,0,0,3500,0, 3800,0, 5000,-250,10,0,5,5,5,5,NA,Pistons,away,Timberwolves,-3.5,204.0
Andre Drummond,41.34,C,Det,Min,38.826,Det,Min,Andre Drummond (7924984),7600,5.439473684210527,DET,@MIN,C,NA,-150,203.5,5.35,40.66,41.0,2016-12-09,NA,32,NA,NA,4489,"Drummond, Andre",det,min,A,20161209-det-min,20.0,117,90,1,28.05,1,1,49.4,52.5,51.75,49.4,22pt 22rb 1bl 1to 10-13fg 2-4ft,1,0,8200,400, 7600,100,15350,-1200,30,-2,5,5,45,5,NA,Pistons,away,Timberwolves,-3.5,204.0
Ish Smith,21.26,PG,Det,Min,25.438,Det,Min,Ish Smith (7924866),4000,5.315,DET,@MIN,PG,NA,-150,203.5,4.6,18.4,19.83,2016-12-09,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jon Leuer,22.24,PF,Det,Min,22.875,Det,Min,Jon Leuer (7924963),4300,5.1720930232558135,DET,@MIN,PF,NA,-150,203.5,4.63,19.909,21.0745,2016-12-09,NA,25,NA,NA,4411,"Leuer, Jon",det,min,A,20161209-det-min,20.0,117,90,0,28.05,1,1,26.5,26.75,25.25,26.5,17pt 5rb 1as 1st 5-10fg 7-8ft,0,0,4600,0, 4300,-200, 8500,-100,15,0,4,4,45,4,NA,Pistons,away,Timberwolves,-3.5,204.0
Reggie Jackson,26.04,PG,Det,Min,22.417,Det,Min,Reggie Jackson (7924867),5200,5.007692307692308,DET,@MIN,PG,NA,-150,203.5,4.94,25.688000000000002,25.864,2016-12-09,NA,27,NA,NA,4369,"Jackson, Reggie",det,min,A,20161209-det-min,20.0,117,90,1,28.95,1,1,23.2,24.25,22.75,24.2,16pt 1rb 4as 2trey 5-15fg 4-4ft,0,0,5800,-1200, 5200,-400,11950,-300,28,-2,1,1,12,1,NA,Pistons,away,Timberwolves,-3.5,204.0
Marcus Morris,23.98,SF,Det,Min,24.688,Det,Min,Marcus Morris (7924913),5100,4.701960784313726,DET,@MIN,SF,NA,-150,203.5,3.87,19.737,21.8585,2016-12-09,NA,33,NA,NA,4407,"Morris, Marcus",det,min,A,20161209-det-min,20.0,117,90,1,34.9,1,1,23.9,26.25,26.25,25.4,15pt 7rb 1as 1to 3trey 6-12fg,0,0,5000,0, 5100,-100, 9850,-150,18,0,3,34,34,3,NA,Pistons,away,Timberwolves,-3.5,204.0
Kentavious Caldwell-Pope,26.16,SG,Det,Min,26.813,Det,Min,Kentavious Caldwell-Pope (7924900),5600,4.671428571428571,DET,@MIN,SG,NA,-150,203.5,3.38,18.928,22.544,2016-12-09,NA,34,NA,NA,4616,"Caldwell-Pope, Kentavious",det,min,A,20161209-det-min,20.0,117,90,1,31.4166666666667,1,1,23.7,25.75,24.5,24.7,10pt 1rb 7as 2st 2to 2trey 3-12fg 2-2ft,0,0,5700,0, 5600,-200,10400,950,23,0,2,2,2,2,NA,Pistons,away,Timberwolves,-3.5,204.0
Tobias Harris,30.81,SF,Det,Min,28.542,Det,Min,Tobias Harris (7924915),5800,5.312068965517241,DET,@MIN,SF,NA,-150,203.5,4.93,28.594,29.701999999999998,2016-12-09,NA,37,NA,NA,4412,"Harris, Tobias",det,min,A,20161209-det-min,20.0,117,90,1,24.9833333333333,1,1,18.5,20.0,20.5,20.0,15pt 1as 1st 3trey 5-8fg 2-3ft,0,0,6200,600, 5800,-200,12150,-250,25,0,4,34,34,4,NA,Pistons,away,Timberwolves,-3.5,204.0
Paul George,41.16,PF,Ind,Dal,39.65,Ind,Dal,Paul George (7924918),8000,5.145,IND,@DAL,SF,NA,-190,199.5,4.0,32.0,36.58,2016-12-09,NA,36,NA,NA,4283,"George, Paul",ind,dal,A,20161209-ind-dal,20.5,103,111,1,39.95,1,1,31.4,34.75,34.25,32.9,22pt 7rb 2st 3to 3trey 8-16fg 3-3ft,0,0,8400,100, 8000,200,16350,-1500,37,-2,3,34,34,3,NA,Pacers,away,Mavericks,-3.5,200.0
Michael Beasley,15.24,PF,Atl,Mil,15.25,Mil,Atl,Michael Beasley (7924911),3400,4.482352941176471,MIL,ATL,SF,NA,-170,206.5,5.71,19.414,17.327,2016-12-09,NA,19,NA,NA,4071,"Beasley, Michael",mil,atl,H,20161209-atl-mil,20.0,110,114,0,23.4166666666667,1,1,30.2,31.0,31.25,30.7,14pt 6rb 2as 3bl 1trey 6-7fg 1-1ft,0,0,3600,100, 3400,0, 5600,500,10,0,3,34,34,3,NA,Bucks,home,Hawks,-2.5,208.0
C.J. Miles,19.27,SF,Ind,Dal,20.203,Ind,Dal,C.J. Miles (7924894),4100,4.7,IND,@DAL,SG,NA,-190,199.5,2.22,9.102,14.186,2016-12-09,NA,17,NA,NA,3783,"Miles, C.J.",ind,dal,A,20161209-ind-dal,20.5,103,111,0,28.4333333333333,1,1,28.3,31.5,33.75,31.3,18pt 4rb 1as 2st 6trey 6-9fg,0,0,4200,-300, 4100,-300, 8100,-700,19,0,3,23,23,3,NA,Pacers,away,Mavericks,-3.5,200.0
Harrison Barnes,30.4,PF,Ind,Dal,31.024,Dal,Ind,Harrison Barnes (7924919),6100,4.9836065573770485,DAL,IND,SF,NA,160,199.5,4.51,27.511,28.9555,2016-12-09,NA,37,NA,NA,4502,"Barnes, Harrison",dal,ind,H,20161209-ind-dal,20.5,111,103,1,36.25,1,1,37.6,39.5,38.75,39.1,25pt 8rb 2as 3trey 10-17fg 2-4ft,0,0,6100,-300, 6100,-400,11700,-1050,28,0,3,34,34,3,NA,Mavericks,home,Pacers,3.5,200.0
Rodney Stuckey,14.04,SG,Ind,Dal,15.229,Ind,Dal,Rodney Stuckey (7924859),3500,4.011428571428572,IND,@DAL,PG,NA,-190,199.5,4.18,14.629999999999999,14.334999999999999,2016-12-09,NA,22,NA,NA,4026,"Stuckey, Rodney",ind,dal,A,20161209-ind-dal,20.5,103,111,0,27.4833333333333,1,1,26.0,27.25,27.5,26.5,9pt 5rb 8as 1to 1trey 2-3fg 4-4ft,0,0,3800,-100, 3500,-100, 5650,-450,10,0,2,12,12,2,NA,Pacers,away,Mavericks,-3.5,200.0
Malcolm Brogdon,16.21,SG,Atl,Mil,16.425,Mil,Atl,Malcolm Brogdon (7924857),3200,5.065625000000001,MIL,ATL,PG,NA,-170,206.5,4.37,13.984,15.097000000000001,2016-12-09,NA,21,NA,NA,5013,"Brogdon, Malcolm",mil,atl,H,20161209-atl-mil,20.0,110,114,0,28.4333333333333,1,1,22.4,24.5,24.25,23.4,12pt 2rb 4as 2st 2to 2trey 5-10fg,0,0,3600,100, 3200,100, 5200,200,10,0,1,12,2,2,NA,Bucks,home,Hawks,-2.5,208.0
Matthew Dellavedova,20.36,SG,Atl,Mil,21.738,Mil,Atl,Matthew Dellavedova (7924855),4000,5.09,MIL,ATL,PG,NA,-170,206.5,4.24,16.96,18.66,2016-12-09,NA,28,NA,NA,4610,"Dellavedova, Matthew",mil,atl,H,20161209-atl-mil,20.0,110,114,1,26.7666666666667,1,1,19.3,21.5,19.75,19.8,11pt 4rb 3as 1st 3to 1trey 4-12fg 2-3ft,0,0,4200,200, 4000,100, 8650,-650,15,0,1,12,12,2,NA,Bucks,home,Hawks,-2.5,208.0
Joffrey Lauvergne,14.73,C,Hou,OKC,13.163,OKC,Hou,Joffrey Lauvergne (7924956),3000,4.91,OKC,HOU,PF,NA,105,224.0,2.5,7.5,11.115,2016-12-09,NA,9,NA,NA,4768,"Lauvergne, Joffrey",okc,hou,H,20161209-hou-okc,20.0,99,102,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3000,0, 7300,0,10,0,5,45,45,4,NA,Thunder,home,Rockets,1.5,224.0
Anthony Morrow,15.4,SF,Hou,OKC,9.078,OKC,Hou,Anthony Morrow (7924892),3000,5.133333333333334,OKC,HOU,SG,NA,105,224.0,3.72,11.16,13.280000000000001,2016-12-09,NA,25,NA,NA,4115,"Morrow, Anthony",okc,hou,H,20161209-hou-okc,20.0,99,102,0,26.1666666666667,1,1,15.4,17.0,16.5,16.4,12pt 2rb 1st 1to 2trey 5-11fg,0,0,3600,100, 3000,0, 5000,0,10,0,2,23,23,2,NA,Thunder,home,Rockets,1.5,224.0
Andre Roberson,20.22,SF,Hou,OKC,19.08,OKC,Hou,Andre Roberson (7924893),4200,4.814285714285714,OKC,HOU,SG,NA,105,224.0,4.31,18.102,19.161,2016-12-09,NA,34,NA,NA,4559,"Roberson, Andre",okc,hou,H,20161209-hou-okc,20.0,99,102,1,36.95,1,1,29.1,30.5,29.75,30.1,9pt 8rb 3as 2st 1bl 2trey 3-7fg 1-4ft,0,0,3900,-100, 4200,-200, 8150,1100,13,2,3,23,23,3,NA,Thunder,home,Rockets,1.5,224.0
Jerami Grant,15.46,PF,Hou,OKC,13.44,OKC,Hou,Jerami Grant (7924917),3100,4.987096774193549,OKC,HOU,SF,NA,105,224.0,4.69,14.539000000000001,14.999500000000001,2016-12-09,NA,21,NA,NA,4765,"Grant, Jerami",okc,hou,H,20161209-hou-okc,20.0,99,102,0,23.3333333333333,1,1,14.4,14.5,13.75,14.4,2pt 2rb 1st 4bl 1-2fg 0-2ft,0,0,3500,0, 3100,0, 6450,550,10,0,3,34,34,3,NA,Thunder,home,Rockets,1.5,224.0
Jabari Parker,28.4,PF,Atl,Mil,32.313,Mil,Atl,Jabari Parker (7924912),6400,4.4375,MIL,ATL,SF,NA,-170,206.5,4.51,28.864,28.631999999999998,2016-12-09,NA,33,NA,NA,4728,"Parker, Jabari",mil,atl,H,20161209-atl-mil,20.0,110,114,1,38.8,1,1,41.8,44.5,42.25,43.3,27pt 4rb 4as 3st 2to 3trey 11-24fg 2-4ft,0,0,6400,-200, 6400,-100,12050,900,28,0,4,34,34,4,NA,Bucks,home,Hawks,-2.5,208.0
Tony Snell,16.81,SF,Atl,Mil,16.803,Mil,Atl,Tony Snell (7924888),3300,5.093939393939394,MIL,ATL,SG,NA,-170,206.5,3.98,13.134,14.972,2016-12-09,NA,30,NA,NA,4571,"Snell, Tony",mil,atl,H,20161209-atl-mil,20.0,110,114,1,30.8833333333333,1,1,14.5,15.25,14.75,15.0,3pt 5rb 1as 2st 1trey 1-5fg,0,0,3500,0, 3300,0, 6200,550,10,0,3,23,23,3,NA,Bucks,home,Hawks,-2.5,208.0
Kyle Korver,18.31,SF,Atl,Mil,17.429,Atl,Mil,Kyle Korver (7924886),3700,4.948648648648649,ATL,@MIL,SG,NA,145,206.5,3.7,13.69,16.0,2016-12-09,NA,31,NA,NA,3547,"Korver, Kyle",atl,mil,A,20161209-atl-mil,20.0,114,110,0,33.2833333333333,1,1,20.1,20.75,20.25,20.6,7pt 3rb 5as 1st 1trey 2-6fg 2-2ft,0,0,3700,100, 3700,400, 7350,550,10,0,2,23,23,3,NA,Hawks,away,Bucks,2.5,208.0
Mike Muscala,13.16,C,Atl,Mil,18.326,Atl,Mil,Mike Muscala (7924953),4000,3.29,ATL,@MIL,PF,NA,145,206.5,4.23,16.92,15.040000000000001,2016-12-09,NA,23,NA,NA,4659,"Muscala, Mike",atl,mil,A,20161209-atl-mil,20.0,114,110,0,20.45,1,1,20.6,22.25,23.25,22.1,11pt 3rb 4as 3trey 4-6fg,0,0,3600,-100, 4000,0, 6600,600,10,0,4,45,45,4,NA,Hawks,away,Bucks,2.5,208.0
Dwight Powell,24.22,C,Ind,Dal,18.012,Dal,Ind,Dwight Powell (7924957),4700,5.153191489361702,DAL,IND,PF,NA,160,199.5,5.63,26.461,25.3405,2016-12-09,NA,28,NA,NA,4674,"Powell, Dwight",dal,ind,H,20161209-ind-dal,20.5,111,103,0,21.0666666666667,1,1,20.5,21.25,20.5,20.5,14pt 5rb 1as 1to 3-6fg 8-8ft,0,0,4000,100, 4700,600, 7650,-200,11,1,4,45,45,4,NA,Mavericks,home,Pacers,3.5,200.0
Justin Anderson,16.46,SF,Ind,Dal,16.345,Dal,Ind,Justin Anderson (7924895),3200,5.14375,DAL,IND,SG,NA,160,199.5,4.38,14.016,15.238,2016-12-09,NA,19,NA,NA,4860,"Anderson, Justin",dal,ind,H,20161209-ind-dal,20.5,111,103,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3200,-100, 6800,-1150,10,0,3,23,3,2,NA,Mavericks,home,Pacers,3.5,200.0
Nemanja Bjelica,15.13,PF,Det,Min,14.83,Min,Det,Nemanja Bjelica (7924914),3000,5.043333333333334,MIN,DET,SF,NA,130,203.5,2.95,8.85,11.99,2016-12-09,NA,16,NA,NA,4875,"Bjelica, Nemanja",min,det,H,20161209-det-min,20.0,90,117,0,0.0,0,0,0.0,0.0,0.0,0.0,NA,0,0,3600,0, 3000,0, 5150,-50,10,0,4,34,4,4,NA,Timberwolves,home,Pistons,3.5,204.0
Shabazz Muhammad,13.02,SF,Det,Min,10.526,Min,Det,Shabazz Muhammad (7924889),3000,4.34,MIN,DET,SG,NA,130,203.5,4.16,12.48,12.75,2016-12-09,NA,19,NA,NA,4594,"Muhammad, Shabazz",min,det,H,20161209-det-min,20.0,90,117,0,17.35,1,1,4.6,4.75,4.0,4.6,1pt 3rb 0-2fg 1-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,23,23,3,NA,Timberwolves,home,Pistons,3.5,204.0
Gorgui Dieng,25.32,C,Det,Min,27.455,Min,Det,Gorgui Dieng (7924954),5400,4.688888888888889,MIN,DET,PF,NA,130,203.5,5.2,28.08,26.7,2016-12-09,NA,32,NA,NA,4632,"Dieng, Gorgui",min,det,H,20161209-det-min,20.0,90,117,1,27.0833333333333,1,1,27.9,28.25,27.5,27.9,13pt 7rb 3as 1st 6-9fg 1-1ft,0,0,5500,0, 5400,-100,11200,0,21,-2,4,45,45,4,NA,Timberwolves,home,Pistons,3.5,204.0
Stanley Johnson,4.9,SF,Det,Min,8.688,Det,Min,Stanley Johnson (7924890),3000,1.6333333333333335,DET,@MIN,SG,NA,-150,203.5,0.66,1.98,3.4400000000000004,2016-12-09,NA,3,NA,NA,4838,"Johnson, Stanley",det,min,A,20161209-det-min,20.0,117,90,0,4.03333333333333,1,1,5.6,5.75,5.75,5.6,2pt 3rb 1-1fg,0,0,3500,0, 3000,0, 6100,-1450,10,0,3,23,23,2,NA,Pistons,away,Timberwolves,-3.5,204.0
Karl-Anthony Towns,42.96,C,Det,Min,43.182,Min,Det,Karl-Anthony Towns (7924955),8300,5.175903614457832,MIN,DET,PF,NA,130,203.5,4.77,39.591,41.2755,2016-12-09,NA,35,NA,NA,4879,"Towns, Karl-Anthony",min,det,H,20161209-det-min,20.0,90,117,1,31.6,1,1,26.9,31.5,30.0,26.9,14pt 12rb 1as 1bl 5to 6-12fg 2-4ft,1,0,9200,0, 8300,-500,17850,-50,41,0,5,45,5,5,NA,Timberwolves,home,Pistons,3.5,204.0
Corey Brewer,11.72,SF,Hou,OKC,9.75,Hou,OKC,Corey Brewer (7924891),3000,3.9066666666666667,HOU,@OKC,SG,NA,-125,224.0,3.3,9.9,10.81,2016-12-09,NA,15,NA,NA,3975,"Brewer, Corey",hou,okc,A,20161209-hou-okc,20.0,102,99,0,12.0333333333333,1,1,5.9,6.0,5.0,5.9,2pt 2rb 1as 1-3fg 0-2ft,0,0,3700,200, 3000,0, 5000,-250,10,0,3,23,23,3,NA,Rockets,away,Thunder,-1.5,224.0
James Harden,59.44,SG,Hou,OKC,58.898,Hou,OKC,James Harden (7924858),11500,5.168695652173913,HOU,@OKC,PG,NA,-125,224.0,4.21,48.415,53.927499999999995,2016-12-09,NA,37,NA,NA,4224,"Harden, James",hou,okc,A,20161209-hou-okc,20.0,102,99,1,36.75,1,1,45.8,52.75,49.75,46.8,21pt 9rb 12as 2st 8to 2trey 6-23fg 7-8ft,1,0,11500,-200,11500,100,25000,0,56,0,2,12,12,2,NA,Rockets,away,Thunder,-1.5,224.0
Trevor Ariza,27.47,PF,Hou,OKC,27.489,Hou,OKC,Trevor Ariza (7924916),5500,4.994545454545455,HOU,@OKC,SF,NA,-125,224.0,3.43,18.865,23.167499999999997,2016-12-09,NA,33,NA,NA,3621,"Ariza, Trevor",hou,okc,A,20161209-hou-okc,20.0,102,99,1,33.7833333333333,1,1,23.1,24.0,23.25,23.6,7pt 8rb 3as 1st 1trey 2-7fg 2-2ft,0,0,5500,-100, 5500,-200,11400,-1300,19,-2,3,34,23,3,NA,Rockets,away,Thunder,-1.5,224.0
Marcus Morris,23.98,PF,Det,Min,24.688,Det,Min,Marcus Morris (7924913),5100,4.701960784313726,DET,@MIN,SF,NA,-150,203.5,3.87,19.737,21.8585,2016-12-09,NA,33,NA,NA,4407,"Morris, Marcus",det,min,A,20161209-det-min,20.0,117,90,1,34.9,1,1,23.9,26.25,26.25,25.4,15pt 7rb 1as 1to 3trey 6-12fg,0,0,5000,0, 5100,-100, 9850,-150,18,0,3,34,34,3,NA,Pistons,away,Timberwolves,-3.5,204.0
